CUST_ID,ENT_ACCT_NUM,ENT_SEG_TYP,ENT_DTE,ENT_TME,ENT_SRC,ENT_AMT_TYP,ENT_AMT,ODR_LMT,ANT_LMT,UNP_BUFF,EB_BUFFER,OD_BUFFER,LB_LIMIT,RUN_LDG_XAU,Alert
810138187,13351747,FD,14001,000000000,SOI,4,10,-10,0,0,0,0,100,100,
810138187,13351747,FD,14001,006300000,SOI,3,110,-10,0,0,0,0,100,-10,LB
810138187,13351747,FD,14001,007400000,SOI,3,10,-10,0,0,0,0,100,-20,OD1
810138187,13351747,FD,14001,011150000,SOI,4,50,-10,0,0,0,0,100,30,
810138187,13351747,FD,14001,014300000,SOI,3,1031,-10,0,0,0,0,100,-1001,OD2
810138187,13351747,FD,14001,016300000,SOI,3,500,-10,0,0,0,0,100,-1501,
810138187,13351747,FD,14001,017300000,SOI,3,500,-10,0,0,0,0,100,-2001,OD3
810138187,13351747,FD,14001,017310000,SOI,3,700,-10,0,0,0,0,100,-2701,NOD
810138187,13351747,FD,14001,019000000,SOI,4,200,-10,0,0,0,0,100,-2501,
810138187,13351747,FD,14001,021000000,SOI,3,100,-10,0,0,0,0,100,-2601,
810138187,13351747,FD,14001,022000000,SOI,3,100,-10,0,0,0,0,100,-2701,
810138187,13351747,FD,14001,023300000,SOI,4,2801,-10,0,0,0,0,100,100,
681137772,86491455,FC,14001,000000000,SOI,4,100,-10,0,0,0,0,100,100,
681137772,86491455,FC,14001,006300000,SOI,3,1200,-10,0,0,0,0,100,-1100,OD2
681137772,86491455,FC,14001,007400000,SOI,4,1200,-10,0,0,0,0,100,100,
681137772,86491455,FC,14001,011150000,SOI,3,120,-10,0,0,0,0,100,-20,
681137772,86491455,FC,14001,014300000,SOI,3,30,-10,0,0,0,0,100,-50,
681137772,86491455,FC,14001,016300000,SOI,3,50,-10,0,0,0,0,100,-100,
681137772,86491455,FC,14001,018000000,SOI,4,200,-10,0,0,0,0,100,100,
1686535849,12106697,VV,14001,000000000,SOI,4,100,-10,-10,0,0,0,100,100,
1686535849,12106697,VV,14001,006300000,SOI,3,3115,-10,-10,0,0,0,100,-3015,NOD
1686535849,12106697,VV,14001,007400000,SOI,3,100,-10,-10,0,0,0,100,-3115,EB1
1686535849,12106697,VV,14001,017400000,SOI,4,3215,-10,-10,0,0,0,100,100,
810138187,13351747,FD,14002,000000000,SOI,4,100,-10,-10,0,0,0,100,100,
810138187,13351747,FD,14002,006300000,SOI,3,3125,-10,-10,0,0,0,100,-3025,EB1
810138187,13351747,FD,14002,007400000,SOI,4,3125,-10,-10,0,0,0,100,100,
681137772,86491455,VV,14002,000000000,SOI,4,100,-10,-10,0,0,0,100,100,
681137772,86491455,VV,14002,011150000,SOI,3,3300,-10,-10,0,0,0,100,-3200,EB1
681137772,86491455,VV,14002,018000000,SOI,4,3300,-10,-10,0,0,0,100,100,
1686535849,12106697,FD,14002,000000000,SOI,4,100,-10,-10,0,0,0,100,100,
1686535849,12106697,FD,14002,006300000,SOI,4,100,-10,-10,0,0,0,100,200,
1686535849,12106697,FD,14002,007400000,SOI,3,3600,-10,-10,0,0,0,100,-3400,EB2
1686535849,12106697,FD,14002,011150000,SOI,4,3500,-10,-10,0,0,0,100,100,
442409865,23937036,VV,14003,000000000,SOI,4,100,-10,0,0,0,0,100,100,
442409865,23937036,VV,14003,006300000,SOI,4,100,-10,0,0,0,0,100,200,
442409865,23937036,VV,14003,007400000,SOI,3,300,-10,0,0,0,0,100,-100,OD1
442409865,23937036,VV,14003,011150000,SOI,3,50,-10,0,0,0,0,100,-150,
442409865,23937036,VV,14003,014300000,SOI,3,100,-10,0,0,0,0,100,-250,
442409865,23937036,VV,14003,016300000,SOI,3,1000,-10,0,0,0,0,100,-1250,OD2
442409865,23937036,VV,14003,017300000,SOI,4,1350,-10,0,0,0,0,100,100,
604114130,55736586,FD,14003,000000000,SOI,4,100,-10,-10,0,0,0,100,100,
604114130,55736586,FD,14003,006300000,SOI,3,95,-10,-10,0,0,0,100,5,LB
604114130,55736586,FD,14003,007400000,SOI,4,200,-10,-10,0,0,0,100,205,
604114130,55736586,FD,14003,011150000,SOI,3,105,-10,-10,0,0,0,100,100,
1413765207,43078596,VV,14003,000000000,SOI,3,100,-10,-10,0,0,0,100,100,
1413765207,43078596,VV,14003,006300000,SOI,3,250,-10,-10,0,0,0,100,-150,OD1
1413765207,43078596,VV,14003,007400000,SOI,3,250,-10,-10,0,0,0,100,-400,
1413765207,43078596,VV,14003,011150000,SOI,3,100,-10,-10,0,0,0,100,-500,
1413765207,43078596,VV,14003,014300000,SOI,4,100,-10,-10,0,0,0,100,-400,
1413765207,43078596,VV,14003,016300000,SOI,3,200,-10,-10,0,0,0,100,-600,
1413765207,43078596,VV,14003,017310000,SOI,3,200,-10,-10,0,0,0,100,-800,
1413765207,43078596,VV,14003,018000000,SOI,3,500,-10,-10,0,0,0,100,-1300,OD2
1413765207,43078596,VV,14003,019000000,SOI,3,300,-10,-10,0,0,0,100,-1600,
1413765207,43078596,VV,14003,021000000,SOI,3,300,-10,-10,0,0,0,100,-1900,
1413765207,43078596,VV,14003,022000000,SOI,3,400,-10,-10,0,0,0,100,-2300,OD3
1413765207,43078596,VV,14003,023300000,SOI,3,715,-10,-10,0,0,0,100,-3015,NOD
1413765207,43078596,VV,14003,023310000,SOI,3,100,-10,-10,0,0,0,100,-3115,EB1
1413765207,43078596,VV,14003,023320000,SOI,4,3015,-10,-10,0,0,0,100,100,
810138187,13351747,FD,14004,000000000,SOI,4,100,-10,0,0,0,0,100,100,
810138187,13351747,FD,14004,006300000,SOI,3,110,-10,0,0,0,0,100,-10,LB
810138187,13351747,FD,14004,007400000,SOI,3,100,-10,0,0,0,0,100,-110,OD1
810138187,13351747,FD,14004,011150000,SOI,3,1000,-10,0,0,0,0,100,-1110,OD2
810138187,13351747,FD,14004,014300000,SOI,3,200,-10,0,0,0,0,100,-1310,
810138187,13351747,FD,14004,016300000,SOI,4,1410,-10,0,0,0,0,100,100,
681137772,86491455,FD,14004,000000000,SOI,4,100,-10,0,0,0,0,100,100,
681137772,86491455,FD,14004,006300000,SOI,3,200,-10,0,0,0,0,100,-100,OD1
681137772,86491455,FD,14004,007400000,SOI,3,500,-10,0,0,0,0,100,-600,
681137772,86491455,FD,14004,011150000,SOI,3,500,-10,0,0,0,0,100,-1100,OD2
681137772,86491455,FD,14004,014300000,SOI,3,1915,-10,0,0,0,0,100,-3015,NOD
681137772,86491455,FD,14004,016300000,SOI,4,3115,-10,0,0,0,0,100,100,
1413765207,43078596,VV,14004,000000000,SOI,4,100,-10,-10,0,0,0,100,100,
1413765207,43078596,VV,14004,006300000,SOI,3,3200,-10,-10,0,0,0,100,-3100,EB1
1413765207,43078596,VV,14004,007400000,SOI,4,3200,-10,-10,0,0,0,100,100,
604114130,55736586,VV,14005,000000000,SOI,4,100,-10,-10,0,0,0,100,100,
604114130,55736586,VV,14005,006300000,SOI,3,3500,-10,-10,0,0,0,100,3400,EB2
604114130,55736586,VV,14005,011150000,SOI,5,3500,-10,-10,0,0,0,100,100,
810138187,13351747,FD,14005,000000000,SOI,4,100,-10,-10,0,0,0,100,100,
810138187,13351747,FD,14005,011150000,SOI,3,3000,-10,-10,0,0,0,100,-2900,NOD
810138187,13351747,FD,14005,014300000,SOI,4,2000,-10,-10,0,0,0,100,-900,
810138187,13351747,FD,14005,016300000,SOI,3,500,-10,-10,0,0,0,100,-1400,
810138187,13351747,FD,14005,017300000,SOI,3,1700,-10,-10,0,0,0,100,-3100,EB1
810138187,13351747,FD,14005,019000000,SOI,4,3200,-10,-10,0,0,0,100,100,
1686535849,12106697,FD,14006,000000000,SOI,4,100,-10,0,0,0,0,100,100,
1686535849,12106697,FD,14006,006300000,SOI,3,500,-10,0,0,0,0,100,-400,OD1
1686535849,12106697,FD,14006,007400000,SOI,3,300,-10,0,0,0,0,100,-700,
1686535849,12106697,FD,14006,011150000,SOI,3,400,-10,0,0,0,0,100,-1100,OD2
1686535849,12106697,FD,14006,014300000,SOI,4,1200,-10,0,0,0,0,100,100,
442409865,23937036,VV,14006,000000000,SOI,4,100,-10,-10,0,0,0,100,100,
442409865,23937036,VV,14006,002300000,SOI,3,105,-10,-10,0,0,0,100,-5,LB
442409865,23937036,VV,14006,006300000,SOI,3,45,-10,-10,0,0,0,100,-50,OD1
442409865,23937036,VV,14006,007400000,SOI,3,3050,-10,-10,0,0,0,100,-3100,EB1
442409865,23937036,VV,14006,011150000,SOI,3,300,-10,-10,0,0,0,100,-3400,EB2
442409865,23937036,VV,14006,014300000,SOI,4,3500,-10,-10,0,0,0,100,100,
3313765359,89078387,VV,14011,016300000,SOI,4,100,-10,0,0,0,0,100,100,
3313765359,89078387,VV,14011,017310000,SOI,3,200,-10,0,0,0,0,100,-100,OD1
3313765359,89078387,VV,14011,007400000,SOI,3,300,-10,0,0,0,0,100,-400,
3313765359,89078387,VV,14011,011150000,SOI,3,700,-10,0,0,0,0,100,-1100,OD2
3313765359,89078387,VV,14011,014300000,SOI,4,1200,-10,0,0,0,0,100,100,
722409317,76937811,FD,14011,000000000,SOI,4,100,-10,-10,0,0,0,100,100,
722409317,76937811,FD,14011,006300000,SOI,3,105,-10,-10,0,0,0,100,-5,LB
722409317,76937811,FD,14011,007400000,SOI,3,3100,-10,-10,0,0,0,100,-3105,EB1
722409317,76937811,FD,14011,011150000,SOI,4,505,-10,-10,0,0,0,100,-2600,
722409317,76937811,FD,14011,014300000,SOI,4,2700,-10,-10,0,0,0,100,100,
904114652,33736621,FD,14012,000000000,SOI,4,100,-10,-10,0,0,0,100,100,
904114652,33736621,FD,14012,006300000,SOI,3,3000,-10,-10,0,0,0,100,-2900,NOD
904114652,33736621,FD,14012,007400000,SOI,3,500,-10,-10,0,0,0,100,-3400,EB2
904114652,33736621,FD,14012,011150000,SOI,4,400,-10,-10,0,0,0,100,-3000,
904114652,33736621,FD,14012,014300000,SOI,4,3000,-10,-10,0,0,0,100,0,
904114652,33736621,FD,14012,016300000,SOI,4,100,-10,-10,0,0,0,100,100,
520138233,21351625,FD,14012,000000000,SOI,4,100,-10,0,0,0,0,100,100,
520138233,21351625,FD,14012,006300000,SOI,3,1500,-10,0,0,0,0,100,-1400,OD2
520138233,21351625,FD,14012,007400000,SOI,4,1500,-10,0,0,0,0,100,100,
284114633,56736684,VV,14012,000000000,SOI,4,100,-10,0,0,0,0,100,100,
284114633,56736684,VV,14012,011150000,SOI,3,600,-10,0,0,0,0,100,-500,OD1
284114633,56736684,VV,14012,014300000,SOI,4,600,-10,0,0,0,0,100,100,
712409826,23937063,VV,14013,000000000,SOI,4,100,-10,-10,0,0,0,100,100,
712409826,23937063,VV,14013,006300000,SOI,3,3200,-10,-10,0,0,0,100,-3100,EB1
