System.SubscriberUsage,4251114567,500,20150621,100100000
System.SubscriberUsage,4251114567,500,20150801,100100000
System.SubscriberUsage,4251114567,100,20150801,100200000
System.SubscriberUsage,4251114567,100,20150801,100300000
System.SubscriberUsage,4251114567,500,20150801,100400000
System.SubscriberUsage,4251114567,400,20150801,100500000
System.SubscriberUsage,4251114567,900,20150801,100600000
System.SubscriberUsage,4251114567,250,20150801,100700000
System.SubscriberUsage,4251114567,300,20150801,100800000
System.SubscriberUsage,4251114567,400,20150801,100900000
System.SubscriberUsage,4251114567,450,20150801,101000000
System.SubscriberUsage,4251114568,500,20150802,100100000
System.SubscriberUsage,4251114568,100,20150802,100200000
System.SubscriberUsage,4251114568,100,20150802,100300000
System.SubscriberUsage,4251114568,500,20150802,100400000
System.SubscriberUsage,4251114568,400,20150802,100500000
System.SubscriberUsage,4251114568,900,20150802,100600000
System.SubscriberUsage,4251114568,250,20150802,100700000
System.SubscriberUsage,4251114568,300,20150802,100800000
System.SubscriberUsage,4251114568,400,20150802,100900000
System.SubscriberUsage,4251114568,450,20150802,101000000
System.SubscriberUsage,4251114569,500,20150803,100100000
System.SubscriberUsage,4251114569,100,20150803,100200000
System.SubscriberUsage,4251114569,100,20150803,100300000
System.SubscriberUsage,4251114569,500,20150803,100400000
System.SubscriberUsage,4251114569,400,20150803,100500000
System.SubscriberUsage,4251114569,900,20150803,100600000
System.SubscriberUsage,4251114569,250,20150803,100700000
System.SubscriberUsage,4251114569,300,20150803,100800000
System.SubscriberUsage,4251114569,400,20150803,100900000
System.SubscriberUsage,4251114569,450,20150803,101000000
System.SubscriberUsage,4251114570,500,20150803,100100000
System.SubscriberUsage,4251114570,100,20150803,100200000
System.SubscriberUsage,4251114570,100,20150803,100300000
System.SubscriberUsage,4251114570,500,20150803,100400000
System.SubscriberUsage,4251114570,400,20150803,100500000
System.SubscriberUsage,4251114570,900,20150803,100600000
System.SubscriberUsage,4251114570,250,20150803,100700000
System.SubscriberUsage,4251114570,300,20150803,100800000
System.SubscriberUsage,4251114570,400,20150803,100900000
System.SubscriberUsage,4251114570,450,20150803,101000000
